"","species","observed","predicted","subplot","plot","year","planted_richness","sown"
"2827","Agrostis scabra",0,0.462335374103559,16,4,6,5,1
"2828","Andropogon gerardi",71.5,52.112972576898,16,4,6,5,1
"2829","Poa pratensis",0.75,21.7244640810276,16,4,6,5,1
"2830","Schizachyrium scoparium",46,93.6074654060242,16,4,6,5,1
"2831","Agropyron repens",0,0.184890040299823,53,5,6,5,1
"2832","Agrostis scabra",0.275,2.73351126182804,53,5,6,5,1
"2833","Andropogon gerardi",12.75,24.0364251035409,53,5,6,5,1
"2834","Poa pratensis",0,12.7341789155351,53,5,6,5,1
"2835","Schizachyrium scoparium",51.75,48.2676315144882,53,5,6,5,1
"2836","Agropyron repens",0,0.265695447635587,61,5,6,5,1
"2837","Agrostis scabra",0,3.57473700098031,61,5,6,5,1
"2838","Andropogon gerardi",3,20.7437485796251,61,5,6,5,1
"2839","Poa pratensis",0,12.349461836829,61,5,6,5,1
"2840","Schizachyrium scoparium",31,44.4147100617802,61,5,6,5,1
"2841","Agropyron repens",0,0.0482794740867288,5,6,6,5,1
"2842","Agrostis scabra",0,0.0497859744390232,5,6,6,5,1
"2843","Andropogon gerardi",330.75,113.690909322456,5,6,6,5,1
"2844","Poa pratensis",0,31.7869341652722,5,6,6,5,1
"2845","Schizachyrium scoparium",24.75,174.735537138729,5,6,6,5,1
"2846","Agropyron repens",0,0.0585339222109916,30,6,6,5,1
"2847","Agrostis scabra",0,0.0377510676891572,30,6,6,5,1
"2848","Andropogon gerardi",362.5,96.6533525739291,30,6,6,5,1
"2849","Poa pratensis",1.625,29.088367754759,30,6,6,5,1
"2850","Schizachyrium scoparium",128.5,152.639837018259,30,6,6,5,1
"2851","Agropyron repens",0,0.113049710642185,18,7,6,5,1
"2852","Agrostis scabra",0,0.777338471235348,18,7,6,5,1
"2853","Andropogon gerardi",30.75,46.3466939401425,18,7,6,5,1
"2854","Poa pratensis",0,19.1662261895011,18,7,6,5,1
"2855","Schizachyrium scoparium",19.75,82.832807088497,18,7,6,5,1
"2856","Agropyron repens",0,0.121603707340751,59,7,6,5,1
"2857","Agrostis scabra",0,0.968171920474139,59,7,6,5,1
"2858","Andropogon gerardi",53.75,47.1714312704787,59,7,6,5,1
"2859","Poa pratensis",0,21.0442294675215,59,7,6,5,1
"2860","Schizachyrium scoparium",79.5,87.9646243071809,59,7,6,5,1
"2861","Agropyron repens",0,0.131722874940645,23,8,6,5,1
"2862","Agrostis scabra",0,1.34202826392076,23,8,6,5,1
"2863","Andropogon gerardi",59,38.8647856338794,23,8,6,5,1
"2864","Poa pratensis",0,17.2090075887885,23,8,6,5,1
"2865","Schizachyrium scoparium",54.75,71.6373304189817,23,8,6,5,1
"2866","Agropyron repens",0,0.192365842217505,46,8,6,5,1
"2867","Agrostis scabra",0,0.935914207160363,46,8,6,5,1
"2868","Andropogon gerardi",56.75,45.4668926986868,46,8,6,5,1
"2869","Poa pratensis",0.25,20.040794616579,46,8,6,5,1
"2870","Schizachyrium scoparium",61.75,83.7946243778526,46,8,6,5,1
"2871","Agropyron repens",0,0.11226868903167,50,9,6,5,1
"2872","Agrostis scabra",0,0.598222137452997,50,9,6,5,1
"2873","Andropogon gerardi",18.75,48.4386092243145,50,9,6,5,1
"2874","Poa pratensis",0,19.4005587138349,50,9,6,5,1
"2875","Schizachyrium scoparium",8,86.0004667441048,50,9,6,5,1
"2876","Agropyron repens",0,0.147755611387211,55,9,6,5,1
"2877","Agrostis scabra",0,1.20202885041781,55,9,6,5,1
"2878","Andropogon gerardi",25.25,36.1485451058836,55,9,6,5,1
"2879","Poa pratensis",0,16.2338595090036,55,9,6,5,1
"2880","Schizachyrium scoparium",20.75,67.5960194249894,55,9,6,5,1
