"","species","observed","predicted","subplot","plot","year","planted_richness","sown"
"1456","Agropyron repens",0,4.63276852324888,42,3,6,2,1
"1457","Agrostis scabra",0,0,42,3,6,2,0
"1458","Andropogon gerardi",0,0,42,3,6,2,0
"1459","Poa pratensis",0,0,42,3,6,2,0
"1460","Schizachyrium scoparium",22.375,26.5588614558983,42,3,6,2,1
"1461","Agropyron repens",9.5,12.7341792355787,43,3,6,2,1
"1462","Agrostis scabra",0,0,43,3,6,2,0
"1463","Andropogon gerardi",0,0,43,3,6,2,0
"1464","Poa pratensis",11.75,22.7023441682771,43,3,6,2,1
"1465","Schizachyrium scoparium",0,0,43,3,6,2,0
"1466","Agropyron repens",0,5.21222468038919,44,3,6,2,1
"1467","Agrostis scabra",0,0,44,3,6,2,0
"1468","Andropogon gerardi",0,0,44,3,6,2,0
"1469","Poa pratensis",0,0,44,3,6,2,0
"1470","Schizachyrium scoparium",21.75,30.3765419769456,44,3,6,2,1
"1471","Agropyron repens",0,4.92356476584638,45,3,6,2,1
"1472","Agrostis scabra",0,0,45,3,6,2,0
"1473","Andropogon gerardi",0,0,45,3,6,2,0
"1474","Poa pratensis",0,0,45,3,6,2,0
"1475","Schizachyrium scoparium",100.16667,26.4503547866972,45,3,6,2,1
"1476","Agropyron repens",0,5.41182377087465,46,3,6,2,1
"1477","Agrostis scabra",0,0,46,3,6,2,0
"1478","Andropogon gerardi",0,0,46,3,6,2,0
"1479","Poa pratensis",0,0,46,3,6,2,0
"1480","Schizachyrium scoparium",29.86364,28.8147406016835,46,3,6,2,1
"1481","Agropyron repens",37.75,22.5560495686722,47,3,6,2,1
"1482","Agrostis scabra",7.5,12.0062151342626,47,3,6,2,1
"1483","Andropogon gerardi",0,0,47,3,6,2,0
"1484","Poa pratensis",0,0,47,3,6,2,0
"1485","Schizachyrium scoparium",0,0,47,3,6,2,0
"1486","Agropyron repens",25.44444,22.0022373565994,48,3,6,2,1
"1487","Agrostis scabra",4.16667,11.671438796524,48,3,6,2,1
"1488","Andropogon gerardi",0,0,48,3,6,2,0
"1489","Poa pratensis",0,0,48,3,6,2,0
"1490","Schizachyrium scoparium",0,0,48,3,6,2,0
"1491","Agropyron repens",0,0,49,3,6,2,0
"1492","Agrostis scabra",0,0,49,3,6,2,0
"1493","Andropogon gerardi",0,0,49,3,6,2,0
"1494","Poa pratensis",0,11.7853255249908,49,3,6,2,1
"1495","Schizachyrium scoparium",141.55556,28.3054416277017,49,3,6,2,1
"1496","Agropyron repens",0,4.681105363846,54,3,6,2,1
"1497","Agrostis scabra",0,0,54,3,6,2,0
"1498","Andropogon gerardi",0,0,54,3,6,2,0
"1499","Poa pratensis",0,0,54,3,6,2,0
"1500","Schizachyrium scoparium",35,26.73174352212,54,3,6,2,1
"1501","Agropyron repens",41.25,22.0159950071982,56,3,6,2,1
"1502","Agrostis scabra",3.125,11.7109807652018,56,3,6,2,1
"1503","Andropogon gerardi",0,0,56,3,6,2,0
"1504","Poa pratensis",0,0,56,3,6,2,0
"1505","Schizachyrium scoparium",0,0,56,3,6,2,0
"1506","Agropyron repens",6,11.3846302276042,58,3,6,2,1
"1507","Agrostis scabra",0,0,58,3,6,2,0
"1508","Andropogon gerardi",0,0,58,3,6,2,0
"1509","Poa pratensis",0,20.2302967301921,58,3,6,2,1
"1510","Schizachyrium scoparium",0,0,58,3,6,2,0
"1511","Agropyron repens",16.25,20.7607607123086,60,3,6,2,1
"1512","Agrostis scabra",8,11.2449051416657,60,3,6,2,1
"1513","Andropogon gerardi",0,0,60,3,6,2,0
"1514","Poa pratensis",0,0,60,3,6,2,0
"1515","Schizachyrium scoparium",0,0,60,3,6,2,0
"1516","Agropyron repens",18,10.8590249010348,61,3,6,2,1
"1517","Agrostis scabra",0,0,61,3,6,2,0
"1518","Andropogon gerardi",0,0,61,3,6,2,0
"1519","Poa pratensis",16.22222,19.2839170974183,61,3,6,2,1
"1520","Schizachyrium scoparium",0,0,61,3,6,2,0
"1521","Agropyron repens",0.72727,17.5756574317524,63,3,6,2,1
"1522","Agrostis scabra",45.27273,10.0989848201148,63,3,6,2,1
"1523","Andropogon gerardi",0,0,63,3,6,2,0
"1524","Poa pratensis",0,0,63,3,6,2,0
"1525","Schizachyrium scoparium",0,0,63,3,6,2,0
"1526","Agropyron repens",51.5,16.8988407585502,64,3,6,2,1
"1527","Agrostis scabra",3.25,9.94220322270809,64,3,6,2,1
"1528","Andropogon gerardi",0,0,64,3,6,2,0
"1529","Poa pratensis",0,0,64,3,6,2,0
"1530","Schizachyrium scoparium",0,0,64,3,6,2,0
"1531","Agropyron repens",0,0,2,4,6,2,0
"1532","Agrostis scabra",0,0,2,4,6,2,0
"1533","Andropogon gerardi",0,0,2,4,6,2,0
"1534","Poa pratensis",4.00909,32.2244460428945,2,4,6,2,1
"1535","Schizachyrium scoparium",124.90909,83.5922175199649,2,4,6,2,1
"1536","Agropyron repens",0,0,3,4,6,2,0
"1537","Agrostis scabra",0,0,3,4,6,2,0
"1538","Andropogon gerardi",0,0,3,4,6,2,0
"1539","Poa pratensis",0.5,40.4407847436182,3,4,6,2,1
"1540","Schizachyrium scoparium",203.25,106.494591307562,3,4,6,2,1
"1541","Agropyron repens",0,0,4,4,6,2,0
"1542","Agrostis scabra",0,0,4,4,6,2,0
"1543","Andropogon gerardi",0,0,4,4,6,2,0
"1544","Poa pratensis",0.325,38.5295525018768,4,4,6,2,1
"1545","Schizachyrium scoparium",130.2,101.247557446689,4,4,6,2,1
"1546","Agropyron repens",0,0,6,4,6,2,0
"1547","Agrostis scabra",0,0,6,4,6,2,0
"1548","Andropogon gerardi",0,0,6,4,6,2,0
"1549","Poa pratensis",4.05556,36.5985376574366,6,4,6,2,1
"1550","Schizachyrium scoparium",186.16667,95.5832340817427,6,4,6,2,1
"1551","Agropyron repens",75.66667,65.922630024154,9,4,6,2,1
"1552","Agrostis scabra",1.21667,22.3033201585944,9,4,6,2,1
"1553","Andropogon gerardi",0,0,9,4,6,2,0
"1554","Poa pratensis",0,0,9,4,6,2,0
"1555","Schizachyrium scoparium",0,0,9,4,6,2,0
"1556","Agropyron repens",48.55556,39.0230708944595,10,4,6,2,1
"1557","Agrostis scabra",0,0,10,4,6,2,0
"1558","Andropogon gerardi",0,0,10,4,6,2,0
"1559","Poa pratensis",45.61111,71.7531494656201,10,4,6,2,1
"1560","Schizachyrium scoparium",0,0,10,4,6,2,0
"1561","Agropyron repens",0,38.5838697254838,12,4,6,2,1
"1562","Agrostis scabra",0,0,12,4,6,2,0
"1563","Andropogon gerardi",0,0,12,4,6,2,0
"1564","Poa pratensis",89.72727,71.2898762961153,12,4,6,2,1
"1565","Schizachyrium scoparium",0,0,12,4,6,2,0
"1566","Agropyron repens",130.25,72.5941147019605,13,4,6,2,1
"1567","Agrostis scabra",0,23.0553187458462,13,4,6,2,1
"1568","Andropogon gerardi",0,0,13,4,6,2,0
"1569","Poa pratensis",0,0,13,4,6,2,0
"1570","Schizachyrium scoparium",0,0,13,4,6,2,0
"1571","Agropyron repens",89.25,72.2078147640868,14,4,6,2,1
"1572","Agrostis scabra",0,23.3641519413822,14,4,6,2,1
"1573","Andropogon gerardi",0,0,14,4,6,2,0
"1574","Poa pratensis",0,0,14,4,6,2,0
"1575","Schizachyrium scoparium",0,0,14,4,6,2,0
"1576","Agropyron repens",0,0,20,4,6,2,0
"1577","Agrostis scabra",0,21.7568774305237,20,4,6,2,1
"1578","Andropogon gerardi",0,0,20,4,6,2,0
"1579","Poa pratensis",0,0,20,4,6,2,0
"1580","Schizachyrium scoparium",158.325,93.2015270311785,20,4,6,2,1
"1581","Agropyron repens",118.75,85.10639837747,21,4,6,2,1
"1582","Agrostis scabra",0,25.0097867088022,21,4,6,2,1
"1583","Andropogon gerardi",0,0,21,4,6,2,0
"1584","Poa pratensis",0,0,21,4,6,2,0
"1585","Schizachyrium scoparium",0,0,21,4,6,2,0
"1586","Agropyron repens",161,77.0795808038759,22,4,6,2,1
"1587","Agrostis scabra",0,24.2025399250711,22,4,6,2,1
"1588","Andropogon gerardi",0,0,22,4,6,2,0
"1589","Poa pratensis",0,0,22,4,6,2,0
"1590","Schizachyrium scoparium",0,0,22,4,6,2,0
"1591","Agropyron repens",62.725,77.4883453891425,23,4,6,2,1
"1592","Agrostis scabra",0,23.7888098465939,23,4,6,2,1
"1593","Andropogon gerardi",0,0,23,4,6,2,0
"1594","Poa pratensis",0,0,23,4,6,2,0
"1595","Schizachyrium scoparium",0,0,23,4,6,2,0
"1596","Agropyron repens",84.1,65.9512359501528,24,4,6,2,1
"1597","Agrostis scabra",3.45,22.3150623529872,24,4,6,2,1
"1598","Andropogon gerardi",0,0,24,4,6,2,0
"1599","Poa pratensis",0,0,24,4,6,2,0
"1600","Schizachyrium scoparium",0,0,24,4,6,2,0
"1601","Agropyron repens",116.25,76.2037967020552,25,4,6,2,1
"1602","Agrostis scabra",0,23.5847459181621,25,4,6,2,1
"1603","Andropogon gerardi",0,0,25,4,6,2,0
"1604","Poa pratensis",0,0,25,4,6,2,0
"1605","Schizachyrium scoparium",0,0,25,4,6,2,0
"1606","Agropyron repens",116.18182,82.1915152337346,26,4,6,2,1
"1607","Agrostis scabra",3.18182,24.5960208022352,26,4,6,2,1
"1608","Andropogon gerardi",0,0,26,4,6,2,0
"1609","Poa pratensis",0,0,26,4,6,2,0
"1610","Schizachyrium scoparium",0,0,26,4,6,2,0
"1611","Agropyron repens",89.25,76.8488385892275,27,4,6,2,1
"1612","Agrostis scabra",0,24.1498302624152,27,4,6,2,1
"1613","Andropogon gerardi",0,0,27,4,6,2,0
"1614","Poa pratensis",0,0,27,4,6,2,0
"1615","Schizachyrium scoparium",0,0,27,4,6,2,0
"1616","Agropyron repens",56.75,66.1504615279261,28,4,6,2,1
"1617","Agrostis scabra",6.75,22.004680243515,28,4,6,2,1
"1618","Andropogon gerardi",0,0,28,4,6,2,0
"1619","Poa pratensis",0,0,28,4,6,2,0
"1620","Schizachyrium scoparium",0,0,28,4,6,2,0
"1621","Agropyron repens",2.81818,14.3990961008375,29,4,6,2,1
"1622","Agrostis scabra",0,0,29,4,6,2,0
"1623","Andropogon gerardi",0,0,29,4,6,2,0
"1624","Poa pratensis",0,0,29,4,6,2,0
"1625","Schizachyrium scoparium",184.18182,114.900259111494,29,4,6,2,1
"1626","Agropyron repens",0,14.8043920795136,33,4,6,2,1
"1627","Agrostis scabra",0,0,33,4,6,2,0
"1628","Andropogon gerardi",0,0,33,4,6,2,0
"1629","Poa pratensis",0,0,33,4,6,2,0
"1630","Schizachyrium scoparium",189.16667,107.431115360408,33,4,6,2,1
"1631","Agropyron repens",0,14.649560743107,35,4,6,2,1
"1632","Agrostis scabra",0,0,35,4,6,2,0
"1633","Andropogon gerardi",0,0,35,4,6,2,0
"1634","Poa pratensis",0,0,35,4,6,2,0
"1635","Schizachyrium scoparium",131.75,108.90773273163,35,4,6,2,1
"1636","Agropyron repens",67.75,36.4080134448145,36,4,6,2,1
"1637","Agrostis scabra",0,0,36,4,6,2,0
"1638","Andropogon gerardi",0,0,36,4,6,2,0
"1639","Poa pratensis",14.75,66.9821450877646,36,4,6,2,1
"1640","Schizachyrium scoparium",0,0,36,4,6,2,0
"1641","Agropyron repens",0,0,39,4,6,2,0
"1642","Agrostis scabra",0,0,39,4,6,2,0
"1643","Andropogon gerardi",0,0,39,4,6,2,0
"1644","Poa pratensis",0.25,38.0078139204378,39,4,6,2,1
"1645","Schizachyrium scoparium",151.75,99.7692899095601,39,4,6,2,1
"1646","Agropyron repens",65.25,44.538231591135,41,4,6,2,1
"1647","Agrostis scabra",0,0,41,4,6,2,0
"1648","Andropogon gerardi",0,0,41,4,6,2,0
"1649","Poa pratensis",31.75,82.42401877458,41,4,6,2,1
"1650","Schizachyrium scoparium",0,0,41,4,6,2,0
"1651","Agropyron repens",0,12.9982979811404,42,4,6,2,1
"1652","Agrostis scabra",0,0,42,4,6,2,0
"1653","Andropogon gerardi",0,0,42,4,6,2,0
"1654","Poa pratensis",0,0,42,4,6,2,0
"1655","Schizachyrium scoparium",136,102.071468612951,42,4,6,2,1
"1656","Agropyron repens",48.88182,35.7236716470004,43,4,6,2,1
"1657","Agrostis scabra",0,0,43,4,6,2,0
"1658","Andropogon gerardi",0,0,43,4,6,2,0
"1659","Poa pratensis",0.23636,65.6592891023687,43,4,6,2,1
"1660","Schizachyrium scoparium",0,0,43,4,6,2,0
"1661","Agropyron repens",0,12.0236142596601,44,4,6,2,1
"1662","Agrostis scabra",0,0,44,4,6,2,0
"1663","Andropogon gerardi",0,0,44,4,6,2,0
"1664","Poa pratensis",0,0,44,4,6,2,0
"1665","Schizachyrium scoparium",136.59091,90.460822059274,44,4,6,2,1
"1666","Agropyron repens",0,0,46,4,6,2,0
"1667","Agrostis scabra",0,39.2550226833819,46,4,6,2,1
"1668","Andropogon gerardi",151,113.029503416139,46,4,6,2,1
"1669","Poa pratensis",0,0,46,4,6,2,0
"1670","Schizachyrium scoparium",0,0,46,4,6,2,0
"1671","Agropyron repens",0,0,47,4,6,2,0
"1672","Agrostis scabra",0.5,22.2573073206809,47,4,6,2,1
"1673","Andropogon gerardi",0,0,47,4,6,2,0
"1674","Poa pratensis",0,0,47,4,6,2,0
"1675","Schizachyrium scoparium",162,98.7632324124113,47,4,6,2,1
"1676","Agropyron repens",0,0,48,4,6,2,0
"1677","Agrostis scabra",0,21.8634363880978,48,4,6,2,1
"1678","Andropogon gerardi",0,0,48,4,6,2,0
"1679","Poa pratensis",0,0,48,4,6,2,0
"1680","Schizachyrium scoparium",212.5,93.4935794093574,48,4,6,2,1
"1681","Agropyron repens",73.25,61.4278563545534,49,4,6,2,1
"1682","Agrostis scabra",1.5,21.5206548602215,49,4,6,2,1
"1683","Andropogon gerardi",0,0,49,4,6,2,0
"1684","Poa pratensis",0,0,49,4,6,2,0
"1685","Schizachyrium scoparium",0,0,49,4,6,2,0
"1686","Agropyron repens",79.81818,64.7156011291189,50,4,6,2,1
"1687","Agrostis scabra",0.34545,21.7965982371626,50,4,6,2,1
"1688","Andropogon gerardi",0,0,50,4,6,2,0
"1689","Poa pratensis",0,0,50,4,6,2,0
"1690","Schizachyrium scoparium",0,0,50,4,6,2,0
"1691","Agropyron repens",69.95,66.6613658784834,51,4,6,2,1
"1692","Agrostis scabra",0.175,22.2362108901047,51,4,6,2,1
"1693","Andropogon gerardi",0,0,51,4,6,2,0
"1694","Poa pratensis",0,0,51,4,6,2,0
"1695","Schizachyrium scoparium",0,0,51,4,6,2,0
"1696","Agropyron repens",74.55,61.385348293988,52,4,6,2,1
"1697","Agrostis scabra",0,21.5657061303571,52,4,6,2,1
"1698","Andropogon gerardi",0,0,52,4,6,2,0
"1699","Poa pratensis",0,0,52,4,6,2,0
"1700","Schizachyrium scoparium",0,0,52,4,6,2,0
"1701","Agropyron repens",0,0,53,4,6,2,0
"1702","Agrostis scabra",0,37.3345454255631,53,4,6,2,1
"1703","Andropogon gerardi",135.75,104.346915304973,53,4,6,2,1
"1704","Poa pratensis",0,0,53,4,6,2,0
"1705","Schizachyrium scoparium",0,0,53,4,6,2,0
"1706","Agropyron repens",0,0,56,4,6,2,0
"1707","Agrostis scabra",0,36.9099197356584,56,4,6,2,1
"1708","Andropogon gerardi",225,98.0778545145704,56,4,6,2,1
"1709","Poa pratensis",0,0,56,4,6,2,0
"1710","Schizachyrium scoparium",0,0,56,4,6,2,0
"1711","Agropyron repens",74,36.6241014650422,58,4,6,2,1
"1712","Agrostis scabra",0,0,58,4,6,2,0
"1713","Andropogon gerardi",0,0,58,4,6,2,0
"1714","Poa pratensis",0.25,67.3613117766601,58,4,6,2,1
"1715","Schizachyrium scoparium",0,0,58,4,6,2,0
"1716","Agropyron repens",0,12.0056206703246,60,4,6,2,1
"1717","Agrostis scabra",0,0,60,4,6,2,0
"1718","Andropogon gerardi",0,0,60,4,6,2,0
"1719","Poa pratensis",0,0,60,4,6,2,0
"1720","Schizachyrium scoparium",90.25,83.925721400817,60,4,6,2,1
"1721","Agropyron repens",0,0,61,4,6,2,0
"1722","Agrostis scabra",0,0,61,4,6,2,0
"1723","Andropogon gerardi",0,0,61,4,6,2,0
"1724","Poa pratensis",0.72727,34.5661861181511,61,4,6,2,1
"1725","Schizachyrium scoparium",204.22726,89.8714985070296,61,4,6,2,1
"1726","Agropyron repens",0,18.5931343945114,3,5,6,2,1
"1727","Agrostis scabra",0,0,3,5,6,2,0
"1728","Andropogon gerardi",0,0,3,5,6,2,0
"1729","Poa pratensis",41.90909,33.5199792238437,3,5,6,2,1
"1730","Schizachyrium scoparium",0,0,3,5,6,2,0
"1731","Agropyron repens",26.83889,19.5424007815444,4,5,6,2,1
"1732","Agrostis scabra",0,0,4,5,6,2,0
"1733","Andropogon gerardi",0,0,4,5,6,2,0
"1734","Poa pratensis",16.76667,35.4519467475391,4,5,6,2,1
"1735","Schizachyrium scoparium",0,0,4,5,6,2,0
"1736","Agropyron repens",0,0,5,5,6,2,0
"1737","Agrostis scabra",0,0,5,5,6,2,0
"1738","Andropogon gerardi",0,0,5,5,6,2,0
"1739","Poa pratensis",0,17.828020789203,5,5,6,2,1
"1740","Schizachyrium scoparium",39.275,44.2394363344867,5,5,6,2,1
"1741","Agropyron repens",0,0,6,5,6,2,0
"1742","Agrostis scabra",0,0,6,5,6,2,0
"1743","Andropogon gerardi",0,0,6,5,6,2,0
"1744","Poa pratensis",0,20.245806732941,6,5,6,2,1
"1745","Schizachyrium scoparium",20.625,50.4749221192316,6,5,6,2,1
"1746","Agropyron repens",3.9,6.83469430596301,7,5,6,2,1
"1747","Agrostis scabra",0,0,7,5,6,2,0
"1748","Andropogon gerardi",0,0,7,5,6,2,0
"1749","Poa pratensis",0,0,7,5,6,2,0
"1750","Schizachyrium scoparium",26.35,43.5277545974175,7,5,6,2,1
"1751","Agropyron repens",0,31.8973238935521,8,5,6,2,1
"1752","Agrostis scabra",26.9,14.6776142818272,8,5,6,2,1
"1753","Andropogon gerardi",0,0,8,5,6,2,0
"1754","Poa pratensis",0,0,8,5,6,2,0
"1755","Schizachyrium scoparium",0,0,8,5,6,2,0
"1756","Agropyron repens",22.25,17.5672912914425,9,5,6,2,1
"1757","Agrostis scabra",0,0,9,5,6,2,0
"1758","Andropogon gerardi",0,0,9,5,6,2,0
"1759","Poa pratensis",6.25,31.7796291229997,9,5,6,2,1
"1760","Schizachyrium scoparium",0,0,9,5,6,2,0
"1761","Agropyron repens",3.5,33.5258920240756,11,5,6,2,1
"1762","Agrostis scabra",83.75,15.1793475457819,11,5,6,2,1
"1763","Andropogon gerardi",0,0,11,5,6,2,0
"1764","Poa pratensis",0,0,11,5,6,2,0
"1765","Schizachyrium scoparium",0,0,11,5,6,2,0
"1766","Agropyron repens",22.75,33.706610283453,12,5,6,2,1
"1767","Agrostis scabra",0,15.3826420700007,12,5,6,2,1
"1768","Andropogon gerardi",0,0,12,5,6,2,0
"1769","Poa pratensis",0,0,12,5,6,2,0
"1770","Schizachyrium scoparium",0,0,12,5,6,2,0
"1771","Agropyron repens",0,0,14,5,6,2,0
"1772","Agrostis scabra",0,0,14,5,6,2,0
"1773","Andropogon gerardi",0,0,14,5,6,2,0
"1774","Poa pratensis",0.18182,18.1274785583703,14,5,6,2,1
"1775","Schizachyrium scoparium",55.09091,44.9644117937518,14,5,6,2,1
"1776","Agropyron repens",0,0,15,5,6,2,0
"1777","Agrostis scabra",0,23.6990643513161,15,5,6,2,1
"1778","Andropogon gerardi",35,41.8146255897011,15,5,6,2,1
"1779","Poa pratensis",0,0,15,5,6,2,0
"1780","Schizachyrium scoparium",0,0,15,5,6,2,0
"1781","Agropyron repens",0,0,19,5,6,2,0
"1782","Agrostis scabra",0,14.7708381779645,19,5,6,2,1
"1783","Andropogon gerardi",0,0,19,5,6,2,0
"1784","Poa pratensis",0,0,19,5,6,2,0
"1785","Schizachyrium scoparium",28.35,40.5476382655689,19,5,6,2,1
"1786","Agropyron repens",0,6.93550515409541,22,5,6,2,1
"1787","Agrostis scabra",0,0,22,5,6,2,0
"1788","Andropogon gerardi",0,0,22,5,6,2,0
"1789","Poa pratensis",0,0,22,5,6,2,0
"1790","Schizachyrium scoparium",49.18182,44.5982967524024,22,5,6,2,1
"1791","Agropyron repens",29.175,33.4529566281079,23,5,6,2,1
"1792","Agrostis scabra",1.375,15.1037281384213,23,5,6,2,1
"1793","Andropogon gerardi",0,0,23,5,6,2,0
"1794","Poa pratensis",0,0,23,5,6,2,0
"1795","Schizachyrium scoparium",0,0,23,5,6,2,0
"1796","Agropyron repens",0,30.008812381922,24,5,6,2,1
"1797","Agrostis scabra",42.5,14.3058392384063,24,5,6,2,1
"1798","Andropogon gerardi",0,0,24,5,6,2,0
"1799","Poa pratensis",0,0,24,5,6,2,0
"1800","Schizachyrium scoparium",0,0,24,5,6,2,0
"1801","Agropyron repens",0,0,27,5,6,2,0
"1802","Agrostis scabra",0,0,27,5,6,2,0
"1803","Andropogon gerardi",0,0,27,5,6,2,0
"1804","Poa pratensis",3.54545,16.5769579431015,27,5,6,2,1
"1805","Schizachyrium scoparium",50.09091,40.9069153611434,27,5,6,2,1
"1806","Agropyron repens",0,0,28,5,6,2,0
"1807","Agrostis scabra",0,0,28,5,6,2,0
"1808","Andropogon gerardi",0,0,28,5,6,2,0
"1809","Poa pratensis",0,19.9033040912024,28,5,6,2,1
"1810","Schizachyrium scoparium",71.5,49.5863991449629,28,5,6,2,1
"1811","Agropyron repens",0,8.51816430283319,30,5,6,2,1
"1812","Agrostis scabra",0,0,30,5,6,2,0
"1813","Andropogon gerardi",0,0,30,5,6,2,0
"1814","Poa pratensis",0,0,30,5,6,2,0
"1815","Schizachyrium scoparium",45.5,53.1402622051941,30,5,6,2,1
"1816","Agropyron repens",0,8.3543927040176,32,5,6,2,1
"1817","Agrostis scabra",0,0,32,5,6,2,0
"1818","Andropogon gerardi",0,0,32,5,6,2,0
"1819","Poa pratensis",0,0,32,5,6,2,0
"1820","Schizachyrium scoparium",15.5,57.1690573828613,32,5,6,2,1
"1821","Agropyron repens",0,0,34,5,6,2,0
"1822","Agrostis scabra",0,0,34,5,6,2,0
"1823","Andropogon gerardi",0,0,34,5,6,2,0
"1824","Poa pratensis",0.33333,19.1526344023967,34,5,6,2,1
"1825","Schizachyrium scoparium",44.30556,47.704831557412,34,5,6,2,1
"1826","Agropyron repens",34,21.5643690233216,37,5,6,2,1
"1827","Agrostis scabra",0,0,37,5,6,2,0
"1828","Andropogon gerardi",0,0,37,5,6,2,0
"1829","Poa pratensis",13.25,39.2111370531513,37,5,6,2,1
"1830","Schizachyrium scoparium",0,0,37,5,6,2,0
"1831","Agropyron repens",4,18.1320459148643,38,5,6,2,1
"1832","Agrostis scabra",0,0,38,5,6,2,0
"1833","Andropogon gerardi",0,0,38,5,6,2,0
"1834","Poa pratensis",0.75,32.6645138766371,38,5,6,2,1
"1835","Schizachyrium scoparium",0,0,38,5,6,2,0
"1836","Agropyron repens",38.24545,21.9190827727739,39,5,6,2,1
"1837","Agrostis scabra",0,0,39,5,6,2,0
"1838","Andropogon gerardi",0,0,39,5,6,2,0
"1839","Poa pratensis",1.12727,39.8871662048672,39,5,6,2,1
"1840","Schizachyrium scoparium",0,0,39,5,6,2,0
"1841","Agropyron repens",0.08333,9.51767916290343,41,5,6,2,1
"1842","Agrostis scabra",0,0,41,5,6,2,0
"1843","Andropogon gerardi",0,0,41,5,6,2,0
"1844","Poa pratensis",0,0,41,5,6,2,0
"1845","Schizachyrium scoparium",88.90556,59.5852658959741,41,5,6,2,1
"1846","Agropyron repens",0,7.7997745256445,43,5,6,2,1
"1847","Agrostis scabra",0,0,43,5,6,2,0
"1848","Andropogon gerardi",0,0,43,5,6,2,0
"1849","Poa pratensis",0,0,43,5,6,2,0
"1850","Schizachyrium scoparium",42,46.0751315733989,43,5,6,2,1
"1851","Agropyron repens",0,0,45,5,6,2,0
"1852","Agrostis scabra",0,15.8731414286915,45,5,6,2,1
"1853","Andropogon gerardi",0,0,45,5,6,2,0
"1854","Poa pratensis",0,0,45,5,6,2,0
"1855","Schizachyrium scoparium",45.45,46.5516230877486,45,5,6,2,1
"1856","Agropyron repens",0,0,47,5,6,2,0
"1857","Agrostis scabra",0,23.8189297073502,47,5,6,2,1
"1858","Andropogon gerardi",53.5,42.25614225288,47,5,6,2,1
"1859","Poa pratensis",0,0,47,5,6,2,0
"1860","Schizachyrium scoparium",0,0,47,5,6,2,0
"1861","Agropyron repens",0,0,49,5,6,2,0
"1862","Agrostis scabra",0,23.2754581527604,49,5,6,2,1
"1863","Andropogon gerardi",45.4,38.750802630601,49,5,6,2,1
"1864","Poa pratensis",0,0,49,5,6,2,0
"1865","Schizachyrium scoparium",0,0,49,5,6,2,0
"1866","Agropyron repens",0,0,50,5,6,2,0
"1867","Agrostis scabra",0,15.4710348213507,50,5,6,2,1
"1868","Andropogon gerardi",0,0,50,5,6,2,0
"1869","Poa pratensis",0,0,50,5,6,2,0
"1870","Schizachyrium scoparium",111.25,44.2825409272789,50,5,6,2,1
"1871","Agropyron repens",25.75,31.780792871581,54,5,6,2,1
"1872","Agrostis scabra",0,14.8124028000665,54,5,6,2,1
"1873","Andropogon gerardi",0,0,54,5,6,2,0
"1874","Poa pratensis",0,0,54,5,6,2,0
"1875","Schizachyrium scoparium",0,0,54,5,6,2,0
"1876","Agropyron repens",16.36364,31.8494198500516,55,5,6,2,1
"1877","Agrostis scabra",69.54545,14.6734268339739,55,5,6,2,1
"1878","Andropogon gerardi",0,0,55,5,6,2,0
"1879","Poa pratensis",0,0,55,5,6,2,0
"1880","Schizachyrium scoparium",0,0,55,5,6,2,0
"1881","Agropyron repens",29.15,26.8175747556115,56,5,6,2,1
"1882","Agrostis scabra",0,13.2552669791887,56,5,6,2,1
"1883","Andropogon gerardi",0,0,56,5,6,2,0
"1884","Poa pratensis",0,0,56,5,6,2,0
"1885","Schizachyrium scoparium",0,0,56,5,6,2,0
"1886","Agropyron repens",31.3,28.7623187180482,57,5,6,2,1
"1887","Agrostis scabra",0,13.9703942147332,57,5,6,2,1
"1888","Andropogon gerardi",0,0,57,5,6,2,0
"1889","Poa pratensis",0,0,57,5,6,2,0
"1890","Schizachyrium scoparium",0,0,57,5,6,2,0
"1891","Agropyron repens",12.25,29.4710708429618,58,5,6,2,1
"1892","Agrostis scabra",0,13.9972385046958,58,5,6,2,1
"1893","Andropogon gerardi",0,0,58,5,6,2,0
"1894","Poa pratensis",0,0,58,5,6,2,0
"1895","Schizachyrium scoparium",0,0,58,5,6,2,0
"1896","Agropyron repens",33.85,30.290549734297,59,5,6,2,1
"1897","Agrostis scabra",0,14.386604845914,59,5,6,2,1
"1898","Andropogon gerardi",0,0,59,5,6,2,0
"1899","Poa pratensis",0,0,59,5,6,2,0
"1900","Schizachyrium scoparium",0,0,59,5,6,2,0
"1901","Agropyron repens",35.75,27.5926426249674,60,5,6,2,1
"1902","Agrostis scabra",0,13.4428567377092,60,5,6,2,1
"1903","Andropogon gerardi",0,0,60,5,6,2,0
"1904","Poa pratensis",0,0,60,5,6,2,0
"1905","Schizachyrium scoparium",0,0,60,5,6,2,0
"1906","Agropyron repens",35.38889,29.5379924466266,62,5,6,2,1
"1907","Agrostis scabra",2.16667,14.200578372116,62,5,6,2,1
"1908","Andropogon gerardi",0,0,62,5,6,2,0
"1909","Poa pratensis",0,0,62,5,6,2,0
"1910","Schizachyrium scoparium",0,0,62,5,6,2,0
"1911","Agropyron repens",0,28.9889019002785,63,5,6,2,1
"1912","Agrostis scabra",4.75,13.8549683857791,63,5,6,2,1
"1913","Andropogon gerardi",0,0,63,5,6,2,0
"1914","Poa pratensis",0,0,63,5,6,2,0
"1915","Schizachyrium scoparium",0,0,63,5,6,2,0
